,username,to,text,date,retweets,favorites,mentions,hashtags,geo
1097912539311230976,supremoemanuel,,Bruh wtf is this Middle East Syndrome Corona Bruh control this virus we dont want to get it,2019-02-19 17:35:22+00:00,0,0,,,
1097890415871700994,FluTrackers,,Saudi Arabia - 5 new coronavirus MERS cases so far this week https://flutrackers.com/forum/forum/novel-coronavirus-ncov-mers-2012-2014/saudi-arabia-coronavirus/807636-saudi-arabia-2019-mers-epiwk-8-5-cases-to-date h/t Shiloh,2019-02-19 16:07:27+00:00,4,1,,,
1097856533722005505,pig333,,Quiz: What is the possible aetiology of this lesion? Lawsonia intracellulais Coronavirus Clostridium perfringens https://www.pig333.com/photo-of-the-week/19-Feb-2019_385/,2019-02-19 13:52:49+00:00,0,0,,,
1098358192596078593,dzbb,,"Isang pasyente na hinihinalang may MERS-coronavirus, nagnegatibo sa naturang sakit. #SuperBalitaSaUmagaNationwide",2019-02-20 23:06:14+00:00,0,0,,#SuperBalitaSaUmagaNationwide,
1098348697249693696,dzbb,,#AlamNyoBa na taong 2012 unang naiulat ang MERS-coronavirus sa Saudi Arabia? ,2019-02-20 22:28:30+00:00,1,3,,#AlamNyoBa,
1098333296738603016,FluTrackers,,"Saudi Arabia - Another nosocomial coronavirus MERS case in Wadi Aldwasir city, Riyadh region https://flutrackers.com/forum/forum/novel-coronavirus-ncov-mers-2012-2014/saudi-arabia-coronavirus/807636-saudi-arabia-2019-mers-epiwk-8-6-cases-to-date?p=807784#post807784 h/t Shiloh",2019-02-20 21:27:18+00:00,2,0,,,
1098328614364418061,Cotorritanet,,"Contamos con vacunas para tus mascotas. Consúltanos sobre edad y periodicidad. . . -Quintuple canina: DHLP+PVC (Distemper, Hepatitis, Leptospira, Parainfluenza, Parvo Virus y Corona) . . . - Triple felina: RCPAM (Rinotraqueitis, Calicivirus, Pamleucopeni… https://ift.tt/2GzAgbF",2019-02-20 21:08:42+00:00,0,0,,,
1098314333480775680,ACLakeMD,rloganjonesmd,"In all the cases of AIDS + OI that I’ve admitted, I’ve never had one patient with just one infection. Always keep looking. My record is 7: cns toxo, hiv, thrush, coronavirus, strep bacteremia, ESBL e coli UTI, trich. Came in w HA alone. Its the opposite of occam’s razor.",2019-02-20 20:11:57+00:00,0,2,,,
1098293202736562176,KirkBrazeau,,"Archer Update...Rough. 104 fever spike. Still won’t eat. Has two viruses- corona virus(cold) and HSV1(cold sore) brought on by extreme fatigue, stress from fighting unknown infection. Waiting on blood cultures, have to go back to serious pain medication with extreme level of pain",2019-02-20 18:47:59+00:00,0,34,,,
1098268985513132032,shana_sloan,,When your home health pt is being treated for a coronavirus but they still need PT (precautions per dr)! #homehealthpta #homehealthPTAadventures #tistheseason,2019-02-20 17:11:45+00:00,0,5,,#homehealthpta #homehealthPTAadventures #tistheseason,
1098246859011825664,StudiosusReisen,,#Reisesicherheit - Oman: Neue Infektionen mit dem Corona-Virus https://www.studiosus.com/Informationen/Reisesicherheit#toc-122638,2019-02-20 15:43:50+00:00,1,0,,#Reisesicherheit,
1098242383626420224,saksi,,"Nag-negatibo sa Middle East Respiratory Syndrome coronavirus o MERS-coV ang OFW na dinala sa Research Institute for Tropical Medicine. Pero ang unang pinagdalhan sa kanyang ospital, kinailangang isara ang emergency room nang ilang oras. Saksi si @victoriatulad.",2019-02-20 15:26:03+00:00,1,2,@victoriatulad,,
1098232697997139968,timesofoman,,Maghrib minute: Coronavirus hoax call was attempt to shut down schools: Education chiefs: https://bit.ly/2BI42a8,2019-02-20 14:47:34+00:00,0,0,,,
1098231379861692417,cleorkives,,nice try corona virus pero masamang damo ako ,2019-02-20 14:42:19+00:00,0,2,,,
1098227719538503682,dzbb,,"MORE: Pasyenteng nagnegatibo sa Middle East Respiratory Syndrome Coronavirus (MERS-CoV), stable na ang lagay; sakit ng pasyente, Pneumonia, ayon sa @officialdohgov. | via @MMakalalad",2019-02-20 14:27:47+00:00,0,0,@MMakalalad,,
1098227651083350016,dzbb,,"ICYMI: Pasyenteng isinugod sa Laguna Doctors Hospital matapos makitaan ng sintomas ng Middle East Respiratory Syndrome Corona virus (MERS-CoV), nag-negatibo sa sakit ayon sa @officialdohgov. | via @MMakalalad",2019-02-20 14:27:30+00:00,0,0,@MMakalalad,,
1098221282242392066,dzbb,,"Pasyenteng hinihinalang may Middle East Respiratory Syndrome Corona Virus (MERS-CoV), nagnegatibo sa sakit. #SuperBalitaSaGabi http://gmane.ws/DZBBLive",2019-02-20 14:02:12+00:00,0,2,,#SuperBalitaSaGabi,
1098218835050557445,newscenterPHL1,,"BREAKING: Pasyente na nakitaan ng sintomas ng Middle East Respiratory Syndrome Coronavirus, nag negatibo sa sakit ayon sa DOH. | via @MMakalalad",2019-02-20 13:52:28+00:00,0,0,@MMakalalad,,
1098218805606510593,newscenterPHL1,,"#BREAKINGNEWSNOW:Pasyenteng nagnegatibo sa Middle East Respiratory Syndrome Coronavirus (MERS-CoV), stable na ang lagay; sakit ng pasyente, Pneumonia, ayon sa @officialdohgov. | via @MMakalalad #OnlyInThePhilippines",2019-02-20 13:52:21+00:00,0,0,@MMakalalad,#BREAKINGNEWSNOW #OnlyInThePhilippines,
1098213675133919232,toshi_thesuperb,,"Middle East respiratory syndrome (MERS), also known as camel flu, is a viral respiratory infection caused by the MERS-coronavirus (MERS-CoV). Symptoms may range from mild to severe. They include fever, cough, diarrhea, and shortness of breath.",2019-02-20 13:31:58+00:00,0,1,,,
1098207966497431552,stateofdnation,,"Isang overseas Filipino worker na galing Saudi Arabia ang nakitaan ng mga sintomas ng Middle East Respiratory Syndrome Coronavirus o MERS-CoV. Pero lumabas na ang resulta ng pagsusuri ng RITM Research Institute for Tropical Medicine, negatibo siya sa sakit. | @victoriatulad",2019-02-20 13:09:17+00:00,0,0,@victoriatulad,,
1098207232997580800,dzrhnews,,"Pasyenteng hinihinalang may 'Mers Corona virus', nagnegatibo sa sakit - @DOHgovph #TomorrowsNewsTonight #DZRHat80",2019-02-20 13:06:22+00:00,0,0,@DOHgovph,#TomorrowsNewsTonight #DZRHat80,
1098199638820020224,talk_about_sci,,Labree's MERS coronavirus,2019-02-20 12:36:12+00:00,0,0,,,
1098195833323892736,dzbb,,"MORE: Pasyenteng nagnegatibo sa Middle East Respiratory Syndrome Coronavirus (MERS-CoV), stable na ang lagay; sakit ng pasyente, Pneumonia, ayon sa @officialdohgov. | via @MMakalalad http://gmane.ws/DZBBLive",2019-02-20 12:21:04+00:00,1,1,@MMakalalad,,
1098194219015929857,MpsPaete,,MERS-CoV Middle East Respiratory Syndrome is a viral respiratory illness caused by a coronavirus called “Middle East Respiratory Syndrome Coronavirus”. The earliest MERS-CoV was first reported in April 2012 in Saudi Arabia. ,2019-02-20 12:14:39+00:00,2,2,,,
1098189207833477120,dzbb,,"BREAKING: Pasyente na nakitaan ng sintomas ng Middle East Respiratory Syndrome Coronavirus, nag negatibo sa sakit ayon sa DOH. | via @MMakalalad",2019-02-20 11:54:45+00:00,4,2,@MMakalalad,,
1098188632001732608,MMakalalad,,"Pasyente na nakitaan ng sintomas ng Middle East Respiratory Syndrome Coronavirus, nag negatibo sa sakit ayon sa DOH I @dzbb",2019-02-20 11:52:27+00:00,1,2,@dzbb,,
1098187262779670531,CEPIvaccines,,"Since the start of the year, Saudi Arabia has confirmed 65 cases of #MERS. With our partners, we are working to develop vaccines against the deadly coronavirus, spread by dromedary camels https://buff.ly/2SdHx1V",2019-02-20 11:47:01+00:00,1,6,,#MERS,
1098185584302903296,24OrasGMA,,"#BREAKING: Negatibo sa MERS-CoV o Middle East Respiratory Syndrome Coronavirus ang pasyenteng dinala sa Laguna Doctors Hospital at nilipat sa Research Institute for Tropical Medicine. Ayon iyan sa Department of Health CALABARZON, batay sa resulta ng laboratory test ng RITM. ",2019-02-20 11:40:21+00:00,40,83,,#BREAKING,
1098180534016987137,exelaaaa,,"guys be safe may kumakalat po n virus but di pa alam if it is SARS (Severe Acute Respiratory Syndrome) or MERS-CoV (Middle East Respiratory Syndrome Coronavirus) pareho po silang nakakahawa at nakakamatay so sa lahat ng taga Sta Cruz, Laguna be safe po always wear ur mask",2019-02-20 11:20:17+00:00,1,9,,,
1098178753316802561,IMReadyPH,,"Isang hinihinalang kaso ng Middle East Respiratory Syndrome - Coronavirus o MERS-CoV ang naitala sa Laguna. Ang naturang pasyente ay isang 47 year old na OFW na galing sa Riyadh, Saudi Arabia. ",2019-02-20 11:13:12+00:00,13,10,,,
1098174459582664704,24OrasGMA,,Isang OFW galing sa Saudi Arabia ang dinala sa Research Institute for Tropical Medicine matapos tamaan ng hinihinalang Middle East Respiratory Syndrome Coronavirus o MERS-CoV. Tinutukan 'yan ni @victoriatulad,2019-02-20 10:56:08+00:00,2,3,@victoriatulad,,
1098171484336459776,eydjaculate,RITMPH,Kakadiscuss ko lang sa Viro class kanina ng Coronavirus. ,2019-02-20 10:44:19+00:00,0,1,,,
1098165978670673920,TagalogKen,,ラグナ州の病院でMERS-CoV (Middle east respiratory syndrome related coronavirus)への感染が疑われる患者が1名見つかり、メトロマニラの研究機関に移された。 DOH: Suspected MERS patient transferred to RITM from Laguna hospital http://bit.ly/2SepNDQ#.XG0m5QWRyTY.twitter,2019-02-20 10:22:26+00:00,0,1,,,
1098159589344845824,aX3_tw0,_Fatimakhan25," Haww khatarnaak kis tra bhala Only for my dushmans ganday walay jo hotay bs Ni yeh btao kya kaam ghalat kiya aj tk . I'm innocent kaka acha Or haan yr do wear mask, corona virus phaila hua amongst umrah party. Just dealt with one aj who came from there",2019-02-20 09:57:03+00:00,0,1,,,
1098151944282025985,aimdagalea,," Middle East respiratory syndrome (MERS) is a viral respiratory disease caused by a novel coronavirus (Middle East respiratory syndrome coronavirus, or MERS‐CoV) that was first identified in Saudi Arabia in 2012.",2019-02-20 09:26:40+00:00,0,1,,,
1098145340862201859,eLife,,Proximity-labelling determines host proteins in the microenvironment of coronavirus replicase complexes https://elifesciences.org/articles/42037?utm_source=twitter&amp;utm_medium=social&amp;utm_campaign=micr2019,2019-02-20 09:00:26+00:00,2,6,,,
1098137780390105088,snowmedct,,"Looking ahead, more severe acute respiratory syndrome (SARS) coronavirus PUMC01",2019-02-20 08:30:23+00:00,0,0,,,
1098135164813758466,dzrhnews,,"Ospital sa Laguna, isinara dahil sa pasyenteng may senyales ng MERS-Corona Virus | #Breaktime #DZRHat80",2019-02-20 08:20:00+00:00,0,2,,#Breaktime #DZRHat80,
1098132940247060480,dzbb,,"Isang hinihinalang kaso ng Middle East Respiratory Syndrome - Coronavirus o MERS-Cov, naitala sa Laguna; @doh_philippines, nag-iimbestiga na. #SuperBalitaSaHapon",2019-02-20 08:11:09+00:00,0,0,@doh_philippines,#SuperBalitaSaHapon,
1098096756477386752,frendlyjanice01,,FREQUENTLY ASKED QUESTIONS: -What is MERS-Corona Virus (MERS-CoV)? Middle East Respiratory Syndrome (MERS) is a viral respiratory illness caused by a coronavirus called “Middle East Respiratory Syndrome... https://www.facebook.com/100001572521319/posts/2235346593194403/,2019-02-20 05:47:23+00:00,0,0,,,
1098094389438631936,timesofoman,,'There are no cases of the #MERS coronavirus in these schools.' https://bit.ly/2GzdOiI @OmaniMOH,2019-02-20 05:37:58+00:00,3,5,@OmaniMOH,#MERS,
1098091097547431936,dzbb,,"@doh_philippines, susuriin kung MERS coronavirus ang tumama umano sa isang pasyente sa Laguna Doctors Hospital, Inc. | via @MMakalalad",2019-02-20 05:24:53+00:00,1,2,@doh_philippines @MMakalalad,,
1098087270895243265,Stefanshof,,"Traurige Nachrichten von Fibi Ihr Coronavirus-Titer liegt bei 76,8 TE, alles was über 43 TE liegt weist auf eine Infektion mit dem Corona-Virus hin. Das allein bedeutet aber noch lange keine FIP (und... https://www.facebook.com/Tieroase.Stefanshof/posts/2279609248762070",2019-02-20 05:09:41+00:00,0,0,,,
1098079479895941125,NicoleCarloAlm1,,"Middle East respiratory syndrome (MERS) is a viral respiratory disease caused by a novel coronavirus (Middle East respiratory syndrome coronavirus, or MERS‐CoV) that was... ",2019-02-20 04:38:43+00:00,0,0,,,
1098052315431518208,riza19azir,,ALERT! ingat mga taga LAGUNA ! may MERS- coV patient sa laguna doctors FREQUENTLY ASKED QUESTIONS: 1. What is MERS-Corona Virus (MERS-CoV)? Middle East Respiratory Syndrome (MERS) is a viral respiratory... https://www.facebook.com/100001428435233/posts/2188490597875200/,2019-02-20 02:50:47+00:00,0,1,,,
1098051710251978752,BatResearch,,Potential Intermediate Hosts for Coronavirus Transmission: No Evidence of Clade 2c Coronaviruses in Domestic Livestock from Ghana. Trop Med Infect Dis. 2019 Feb 10;4(1). pii: E34 https://doi.org/10.3390/tropicalmed4010034 #batpapers #zoonosis #nozoonosis,2019-02-20 02:48:23+00:00,0,0,,#batpapers #zoonosis #nozoonosis,
1098698239455477760,AJRennekamp,,Now @CellCellPress: Unexpected #Receptor Functional Mimicry Elucidates Activation of #Coronavirus #Fusion https://www.cell.com/cell/fulltext/S0092-8674(18)31642-8#.XG8ZojLPGqE.twitter #SARS #MERS #spike #glycoprotein #neutralizingantibodies #glycoproteomics #glycosylation,2019-02-21 21:37:27+00:00,1,1,@CellCellPress,#Receptor #Coronavirus #Fusion #SARS #MERS #spike #glycoprotein #neutralizingantibodies #glycoproteomics #glycosylation,
1098686737331568641,talk_about_sci,,"Illian IJ, Zancanella LO. Brachial MERS coronavirus as military-grade interaction. Clin Psychol Psychother. 1968;1:982-1026.",2019-02-21 20:51:45+00:00,0,0,,,
1098681208190525440,FluTrackers,,Saudi Arabia - 3 more coronavirus MERS cases today https://flutrackers.com/forum/forum/novel-coronavirus-ncov-mers-2012-2014/saudi-arabia-coronavirus/807636-saudi-arabia-2019-mers-epiwk-8-9-cases-to-date?p=807817#post807817 h/t Shiloh,2019-02-21 20:29:47+00:00,0,0,,,
1098635076366065664,talk_about_sci,,"Alcantar R. Erratum for the Research Article: ""Terada's MERS coronavirus ecosphere"". Veroff Schweiz Ges Gesch Med Naturwiss. 1994;7:69-92.",2019-02-21 17:26:28+00:00,0,0,,,
1098610000308654080,RahafWali,,عملنا لبيشنت tracheostomy care و suctioning في النهاية طلع عنده Corona virus وانا فعليا شايلة هم كل team الي كانوا موجودين ياارب لطفك. نصيحتي: الوقاية ياجماعة مهمة، خليهم يقولوا مسوس/موسوسة أهم شيء صحتكم... ولا تنسوا التحصين يا جماعة.. ,2019-02-21 15:46:49+00:00,3,4,,,
1098569650638635008,ncohnl,,Global status of Middle East respiratory syndrome coronavirus in dromedary camels: a systematic review https://www.cambridge.org/core/journals/epidemiology-and-infection/article/global-status-of-middle-east-respiratory-syndrome-coronavirus-in-dromedary-camels-a-systematic-review/FAFC7F8386B48FAFCF968A8C95182B54#@ReinaSikkema @MarionKoopmans @CompareEurope,2019-02-21 13:06:29+00:00,2,3,@ReinaSikkema @MarionKoopmans @CompareEurope,,
1098543583467134977,almirza14,,المسمى الكامل للفيروس : MERS-Cov ( Middle East respiratory Coronavirus ) او فيروس كورونا المسبب لمتلازمة الشرق الأوسط التنفسية,2019-02-21 11:22:54+00:00,0,4,,,
1098543167136251910,almirza14,,#coronavirus بسبب انتشاره الواسع قررت اسوي بحث بسيط عنه وطلعت بالتالي :,2019-02-21 11:21:15+00:00,50,62,,#coronavirus,
1098512987084722176,FINDdx,,"Paper co-authored by our Dir. of Emerging Threats, C Kelly, stressing the role of #diagnostics to outbreak containment, case management and surveillance of the Middle East respiratory syndrome-coronavirus (#MERS-CoV): https://gh.bmj.com/content/4/Suppl_2/e001105 via @GlobalHealthBMJ @KC_KellyCirino",2019-02-21 09:21:20+00:00,3,8,@GlobalHealthBMJ @KC_KellyCirino,#diagnostics #MERS,
1098468605845356544,MlaStandard,,"A patient with suspected Middle East Respiratory Syndrome Coronavirus was brought to the Research Institute for Tropical Medicine in Muntinlupa on Wednesday, an official said. Read: http://bit.ly/2X9Sci5",2019-02-21 06:24:58+00:00,0,0,,,
1098468583389093888,MlaStandard,,"A patient with suspected Middle East Respiratory Syndrome Coronavirus was brought to the Research Institute for Tropical Medicine in Muntinlupa on Wednesday, an official said. Read: http://bit.ly/2X9Sci5",2019-02-21 06:24:53+00:00,0,0,,,
1098402735861522437,meximenno,,"Well, spending some time with Karsen tonight. He's battling a UTI, IV port infection, coronavirus and a newly found minor heart murmur. But he is in good spirits and hasn't lost his silliness. Can't believe it's only 4 days til he turns 3!!! ",2019-02-21 02:03:14+00:00,0,22,,,
1098401952197685248,MalayaNews,,An overseas Filipino worker (OFW) suspected to have Middle East respiratory syndrome-coronavirus (MERS-CoV) caused the temporary closure of the Emergency Room (ER) of the Laguna Doctors Hospital (LDH). https://www.malaya.com.ph/business-news/news/ofw-causes-mers-cov-scare-laguna-hospital,2019-02-21 02:00:07+00:00,0,0,,,
1098392377301987328,RadyoLaVerdad,,"BASAHIN | Nagnegatibo sa Middle East Respiratory Syndrome Coronavirus (MERS-CoV) ang isang lalaking OFW mula Riyadh, Saudi Arabia, na dumating sa bansa noong Pebrero 14. ",2019-02-21 01:22:04+00:00,2,5,,,
1099072994037649408,PreventionTips,,"Camels, Cattle and Coronavirus: the Middle East Respiratory Syndrome Coronavirus Hunt must Continue https://infectioncontrol.tips/2015/11/23/1004/",2019-02-22 22:26:36+00:00,0,1,,,
1099032941232046090,hmdawson1,,"I've lived with cats for 50+yrs, I'd never heard of the Corona Virus or FIP. Please be aware BEFORE adding to your feline family. Articles: FIP 2nd chance, Ron Hines, answers all questions, and the Cats Protection League Corona Virus/FIP fact sheet. Twinkles 2016-2017 ",2019-02-22 19:47:26+00:00,0,0,,,
1099024082115461120,silviaromera1,,"HUELVA ESTAMOS MUY TRISTES!!!!! Hoy las noticias no son buenas Nuestro pequeño #Toby, que aún no nos ha dado tiempo a presentaroslo, a dado positivo en coronavirus y se encuentra ingresado en la Clinica... https://www.facebook.com/silvia.romera.39/posts/2328065017205225",2019-02-22 19:12:14+00:00,4,0,,#Toby,
1099022760796454912,Wi_Flu_Fighters,,"The most commonly identified causes of acute respiratory tract infection in Dane County, Wisconsin are Coronavirus and Influenza A. #fluseason #madiosn #Badgers #staywellthiswinter #health #healthy #flushot #flu",2019-02-22 19:06:59+00:00,0,1,,#fluseason #madiosn #Badgers #staywellthiswinter #health #healthy #flushot #flu,
1098987698629550081,tuftsvet,,Equine Coronavirus (ECoV) is a newly recognized infectious disease that can affect individuals and groups of horses and has generated a high level of concern within the #equestrian community. Learn more: https://equine.vet.tufts.edu/equine-coronavirus-ecov-risk-2019/?fbclid=IwAR3z8_bzj0X5EtreFz0WkFBFj9QdFux9JXrJHbOPRUEYcuVOy-XMMIzEM1c.,2019-02-22 16:47:40+00:00,0,0,,#equestrian,
1098974443462975491,emizzettatta,angy_cocco,"Dio non voglia, ma: e il raffreddore? e la scarlattina? e l'RSV? e i vari pneumoniae? e i coronavirus? e i rhinovirus? e i metapneumovirus? e i norovirus? e gli astrovirus? e la possibilità di sepsi generalizzata dovuta a banali infezioni?",2019-02-22 15:54:59+00:00,1,2,,,
1098940293334863872,SmedSorensenLab,,"No weekend plans? Read this: @FrontImmunol just published the ""Emerging Viruses: Host Immunity and Novel Therapeutic Interventions"" topic as an e-book. The articles cover #coronavirus, #flavivirus, #hantavirus, #influenza and #ebola viruses! https://www.frontiersin.org/research-topics/6725/emerging-viruses-host-immunity-and-novel-therapeutic-interventions",2019-02-22 13:39:17+00:00,9,22,@FrontImmunol,#coronavirus #flavivirus #hantavirus #influenza #ebola,
1098939924819136513,sindhuvangeti,,"Read now: @FrontImmunol just published the ""Emerging Viruses: Host Immunity and Novel Therapeutic Interventions"" topic as an e-book. The articles cover #coronavirus, #flavivirus, #hantavirus, #influenza and #ebola viruses! https://www.frontiersin.org/research-topics/6725/emerging-viruses-host-immunity-and-novel-therapeutic-interventions",2019-02-22 13:37:50+00:00,0,1,@FrontImmunol,#coronavirus #flavivirus #hantavirus #influenza #ebola,
1098870869127036928,1960anndowns,,New Coronavirus Compared to SARS ,2019-02-22 09:03:25+00:00,0,0,,,
1098815652440297473,nabeel_zah,randywhorton,"Be careful when dealing with camels Randy. Currently, there is an increase in the number of cases of MERS-Coronavirus infections in KSA, which can be transmitted by camels. If I were you I’d steer away from camels this time around.",2019-02-22 05:24:01+00:00,0,2,,,
1099420028951248897,AldenCorrigan,,Please share! Let's keep our horses safe and healthy! Check out http://www.peneq.com/single-post/2019/02/23/Equine-Coronavirus-and-Biosecurity for more information on Equine Coronavirus and learn what biosecurity measures will help keep your horse safe. ,2019-02-23 21:25:35+00:00,0,0,,,
1099418199135846401,DuurtyLoud,fivefifths,Yup. RSV. Parainfluenza. Corona virus. Rhinovirus. Human metapneumovirus. You gon die. HARD.,2019-02-23 21:18:19+00:00,0,0,,,
1099395347259052035,NYLonGirl,Kaktus_und_Keks,"Corona virus and suspected stomach tumour. And his owner giving him up for being ill and nobody wanted to adopt him. Cue: me. The worst needy kitty (Tom is) parent in the world: workaholic who travels loads. But, two and a half years in, we’re doing fine... he drives sometimes. X ",2019-02-23 19:47:31+00:00,1,2,,,
1099741475762507776,bio500x,,Global status of Middle East respiratory syndrome coronavirus in dromedary camels: a systematic review ,2019-02-24 18:42:54+00:00,0,0,,,
1099741474403610625,HealthyBuilds,,Global status of Middle East respiratory syndrome coronavirus in dromedary camels: a systematic review https://healthybuilds.com/global-status-of-middle-east-respiratory-syndrome-coronavirus-in-dromedary-camels-a-systematic-review/,2019-02-24 18:42:54+00:00,1,0,,,
1099741473577361410,SandersFilters,,Global status of Middle East respiratory syndrome coronavirus in dromedary camels: a systematic review https://healthybuilds.com/global-status-of-middle-east-respiratory-syndrome-coronavirus-in-dromedary-camels-a-systematic-review/,2019-02-24 18:42:54+00:00,1,0,,,
1099741472574844928,NanoSafe1,,Global status of Middle East respiratory syndrome coronavirus in dromedary camels: a systematic review https://healthybuilds.com/global-status-of-middle-east-respiratory-syndrome-coronavirus-in-dromedary-camels-a-systematic-review/,2019-02-24 18:42:53+00:00,1,0,,,
1099735047056343040,BAUER_Wendt,,"Killer Bug - SARS Coronavirus https://youtu.be/B93uZPvThKc via @YouTube (Test der ""umbrella com.?)",2019-02-24 18:17:21+00:00,0,0,@YouTube,,
1099629354588475392,TheNappyExpat,MissyElliott,"Get screened for the Corona Virus... if you've been traveling internationally in the last 90 days, you may have been exposed... especially if near the Middle East (GCC). Get well My Sis!!! Drink about 4-5 small drops of iodine in warm water every morning... I swear it helps!!!!",2019-02-24 11:17:22+00:00,0,1,,,
1099581848747937793,LiveEdges,,"#plague MERS in the Middle East in 2019, More than 50 human H9N2 cases since 1998 http://outbreaknewstoday.com/mers-middle-east-2019-50-human-h9n2-cases-since-1998/ The European Centre for Disease Prevention and Control (ECDC) published some data on the Middle East respiratory syndrome coronavirus (MERS-CoV) surge in the Middle East a…",2019-02-24 08:08:36+00:00,0,0,,#plague,
1099538302657425409,Hurshal,,"MERS in the Middle East in 2019, More than 50 human H9N2 cases since 1998 Outbreak News Today The European Centre for Disease Prevention and Control (ECDC) published some data on the Middle East respiratory syndrome coronavirus (MERS-CoV) ... http://fxmb.info/QzYbXy",2019-02-24 05:15:34+00:00,0,0,,,
1100069320972005376,jjamesbucky,,"Bon on va devoir lui prélever de la selle pour envoyer ça en labo Mais j'angoisse car la véto a dit que c'était soit une bactérie qui résiste soit le coronavirus (qui n'est pas actif), et là si ça se déclenche, c'est mortel on ne peut rien faire.",2019-02-25 16:25:39+00:00,0,0,,,
1100005878302797824,iglooo101,makkahnp,فيروس كورونا الشرق الأوسط https://bit.ly/1DZVpp5 https://en.wikipedia.org/wiki/Coronavirus Coronavirus,2019-02-25 12:13:33+00:00,0,0,,,
1099977710858878981,FluTrackers,,Saudi Arabia - Mecca health monitoring suspected coronavirus MERS cases after one confirmed case last week https://flutrackers.com/forum/forum/novel-coronavirus-ncov-mers-2012-2014/saudi-arabia-coronavirus/807636-saudi-arabia-2019-mers-epiwk-8-13-cases-to-date?p=808134#post808134 h/t Shiloh,2019-02-25 10:21:37+00:00,1,1,,,
1099870721046568961,BatResearch,,Interferon Regulatory Factor 3-Mediated Signaling Limits Middle-East Respiratory Syndrome (MERS) Coronavirus Propagation in Cells from an Insectivorous Bat. Viruses. 2019 Feb 13;11(2). pii: E152 https://doi.org/10.3390/v11020152 #batpapers #MersCoV #MERS,2019-02-25 03:16:29+00:00,0,0,,#batpapers #MersCoV #MERS,
1100539931473043456,BusTrav,,Middle East respiratory syndrome coronavirus (MERS-CoV) – The Kingdom of Saudi Arabia : https://businesstravel.com.au/feed/show_entry/424984/middle_east_respiratory_syndrome_coronavirus_mers-cov_the_kingdom_of_saudi_arabia #businesstravel #travel,2019-02-26 23:35:41+00:00,0,0,,#businesstravel #travel,
1100528773152296968,BMEditores,,"Los coronavirus son virus que afectan a una gran variedad de huéspedes en los que causan cuadros respiratorios, digestivos e incluso neurológicos #Porcicultura #Prevencion https://bmeditores.mx/porcicultura/articulos/salud-y-prevencion-del-cerdo/enfermedades-y-tratamientos-en-porcicultura/implicaciones-de-la-presencia-de-deltacoronavirus-2054",2019-02-26 22:51:21+00:00,0,0,,#Porcicultura #Prevencion,
1100494669732106241,AHA1R,,Middle East respiratory syndrome coronavirus (#MERS-CoV) – The Kingdom of #SaudiArabia via ⁦@WHO⁩ #KSA,2019-02-26 20:35:50+00:00,0,0,@WHO,#MERS #SaudiArabia #KSA,
1100438379353669632,Crof,,9 HCWs infected so far: WHO on Middle East respiratory syndrome coronavirus (#MERS-CoV) – The Kingdom of Saudi Arabia,2019-02-26 16:52:09+00:00,1,1,,#MERS,
1100404669199855616,DNRI10,,Disease outbreak news from the WHO: Middle East respiratory syndrome coronavirus (MERS-CoV) – The Kingdom of Saudi Arabia https://ift.tt/2VmIPd3,2019-02-26 14:38:12+00:00,0,0,,,
1100395703518412802,amdotorg,,Middle East respiratory syndrome coronavirus (MERS-CoV) – The Kingdom of Saudi Arabia http://dlvr.it/Qzjypk,2019-02-26 14:02:34+00:00,0,0,,,
1100394435249090562,sakrumverum,,"Middle East respiratory syndrome coronavirus (MERS-CoV) – The Kingdom of Saudi Arabia On 6 February 2019, the National IHR Focal Point of The Kingdom of Saudi Arabia notified WHO of an ongoing outbreak of MERS-CoV infection in Wadi Aldwasir city and one … https://libranet.de/display/0b6b25a8-475c-7545-6233-512732006710",2019-02-26 13:57:32+00:00,0,0,,,
1100394056016949248,JohnJasonFallow,,Disease outbreak news from the WHO: Middle East respiratory syndrome coronavirus (MERS-CoV) – The Kingdom of Saudi Arabia ,2019-02-26 13:56:01+00:00,0,0,,,
1100394043299774466,tomonr1984,,"Disease outbreak news from the WHO: Middle East respiratory syndrome coronavirus (MERS-CoV) – The Kingdom of Saudi Arabia On 6 February 2019, the National IHR Focal Point of The Kingdom of Saudi Arabia notified WHO of an ongoing outbreak of MERS-CoV infe… ",2019-02-26 13:55:58+00:00,0,0,,,
1100394039013269504,KelvinBass13,,Disease outbreak news from the WHO: Middle East respiratory syndrome coronavirus (MERS-CoV) – The Kingdom of Saudi Arabia ,2019-02-26 13:55:57+00:00,1,0,,,
1100394032310730752,Jrrylee,,Disease outbreak news from the WHO: Middle East respiratory syndrome coronavirus (MERS-CoV) – The Kingdom of Saudi Arabia ,2019-02-26 13:55:56+00:00,0,0,,,
1100394029194375168,jermaineyoung,,"Disease outbreak news from the WHO: Middle East respiratory syndrome coronavirus (MERS-CoV) – The Kingdom of Saudi Arabia On 6 February 2019, the National IHR Focal Point of The Kingdom of Saudi Arabia notified WHO of an ongoing outbreak of MERS-CoV infection in Wadi Aldwasi…",2019-02-26 13:55:55+00:00,0,0,,,
1100394024031215616,JrjHopkins,,Disease outbreak news from the WHO: Middle East respiratory syndrome coronavirus (MERS-CoV) – The Kingdom of Saudi Arabia ,2019-02-26 13:55:54+00:00,0,0,,,
