,username,to,text,date,retweets,favorites,mentions,hashtags,geo,new date
1219296820469342209,supplydemy,,Last Few Hours! Auction ending soon on http://SupplyDemy.com for Think with Google Portable Powerbanks for All Cell #OnlineAuction #Liquidation #BulkStock #CanadaAuction #USBusiness #OpenForBusiness #MondayMood #SmallBusiness #coronavirus ,2020-01-20 16:33:10+00:00,0,0,,#OnlineAuction #Liquidation #BulkStock #CanadaAuction #USBusiness #OpenForBusiness #MondayMood #SmallBusiness #coronavirus,,2020-1-20
1219296799434977281,woke_legends,,"#China: #coronavirus cases surge, fuelling fears of major outbreak | World news | The Guardian ",2020-01-20 16:33:05+00:00,0,0,,#China #coronavirus,,2020-1-20
1219296681205862401,dfatravelwise,," @dfatirl has updated our #traveladvice for #China: https://www.dfa.ie/travel/travel-advice/a-z-list-of-countries/china/ (see ""Additional Information"" - ""Coronavirus- January 2020""). @IrlEmbChina #coronavirus #KnowBeforeYouGo #Travel #traveltips #holiday Also available on our #TravelWise app: https://www.dfa.ie/travelwise/",2020-01-20 16:32:36+00:00,2,2,@dfatirl @IrlEmbChina,#traveladvice #China #coronavirus #KnowBeforeYouGo #Travel #traveltips #holiday #TravelWise,,2020-1-20
1219296606840815619,BloGoalcom,,U.S. #Officials on high #Alert as new #Cases of #Coronavirus #Spread in #China https://is.gd/reqUyc,2020-01-20 16:32:19+00:00,0,0,,#Officials #Alert #Cases #Coronavirus #Spread #China,,2020-1-20
1219296565765926912,PsSudarsan,,Chinese virus: How worried should we be? #coronavirus #outbreak #china,2020-01-20 16:32:09+00:00,1,0,,#coronavirus #outbreak #china,,2020-1-20
1219296504034160641,claroydirectomx,," En #China se confirman las primeras infecciones por #Coronavirus fuera de #Wuhan, 3 pacientes dieron positivo por el virus en #Beijing y #Shenzhen, y 136 casos nuevos, incluida una tercera muerte, fueron confirmados en Wuhan durante el fin de semana",2020-01-20 16:31:54+00:00,0,1,,#China #Coronavirus #Wuhan #Beijing #Shenzhen,,2020-1-20
1219296498481094656,haukekalz,,#Coronavirus #ChinesePneumonia #China #Japan @janreuter,2020-01-20 16:31:53+00:00,0,1,@janreuter,#Coronavirus #ChinesePneumonia #China #Japan,,2020-1-20
1219296496790712324,JohnMcCarthy1,,What are the @TheCoronas at? https://abcnews.go.com/Health/human-human-transmission-coronavirus-reported-china/story?id=68403105&amp;cid=social_fb_abc. #coronavirus #China,2020-01-20 16:31:52+00:00,0,0,@TheCoronas,#coronavirus #China,,2020-1-20
1219296493208662017,bylijing,,Wuhan CDC head Li Gang said yesterday evening: the novel #coronavirus is not very contagious. So far no one in close contact with confirmed patients were infected. Zhong Nanshan said this evening: 14 medics were infected. - Is it even possible all 14 developed symptoms in 1 day? ,2020-01-20 16:31:52+00:00,29,74,,#coronavirus,,2020-1-20
1219296427685400576,buzzologies,,"""J'observe une vraie dynamique pour Benjamin #Griveaux"" : après les propos incohérents de Marlène #Schiappa sur #RTL, une équipe médicale immédiatement envoyée à son QG de campagne. #Coronavirus ",2020-01-20 16:31:36+00:00,22,72,,#Griveaux #Schiappa #RTL #Coronavirus,,2020-1-20
1219296263054774272,AracellisLyall,davidpaulk,Head of News @SixthTone Fresh voices from today’s #China #CoronaVirus ,2020-01-20 16:30:57+00:00,0,0,@SixthTone,#China #CoronaVirus,,2020-1-20
1219295997140119554,IncognetoC,,We’re on the brink of a large scale virus break out. China gov hiding real number of #coronavirus cases. People unknowingly exposed to virus are allowed to travel internationally. Wash ya hands and don’t cough near me,2020-01-20 16:29:53+00:00,0,2,,#coronavirus,,2020-1-20
1219295717057015809,gloverkebe,,New China virus: Cases triple as infection spreads to Beijing and Shanghai #coronavirus #China,2020-01-20 16:28:47+00:00,1,1,,#coronavirus #China,,2020-1-20
1219295617865805825,HealthwireMedia,,BREAKING: #China confirms human to human transmission of #coronavirus reports @AFP #SARS #outbreak,2020-01-20 16:28:23+00:00,12,7,@AFP,#China #coronavirus #SARS #outbreak,,2020-1-20
1219295473124532224,sumlokkei,,"The real ""if we burn, you burn with us"", I guess. #coronavirus #publichealth",2020-01-20 16:27:48+00:00,11,15,,#coronavirus #publichealth,,2020-1-20
1219295384398258176,JmeDubya,,"4000 people/day arrive in Los Angeles from China. So now we’re screening passengers. Please tell me that as we screen them, that we’re quarantining the others if one tests positive? (We aren’t.) 25million Americans have asthma, “mild” pneumonia is no joke. #coronavirus",2020-01-20 16:27:27+00:00,0,0,,#coronavirus,,2020-1-20
1219295104004952065,Alice_Porter,WHO,Now up to 218 reported cases (though I assume many of these are due to enhanced surveillance leading to increased case detection) #zoonoses #ZoonoticDisease #OneHealth #coronavirus (#DiseaseX?),2020-01-20 16:26:20+00:00,2,3,,#zoonoses #ZoonoticDisease #OneHealth #coronavirus #DiseaseX,,2020-1-20
1219295102012678144,bigglezuk,SkyNewsBreak,I could go for some #coronavirus about now,2020-01-20 16:26:20+00:00,0,0,,#coronavirus,,2020-1-20
1219295053132128257,Crypto_Bitlord,,Reporting live from Beijing probably infected with #coronavirus but here’s my thoughts on $BTC = Consolidate PUMP,2020-01-20 16:26:08+00:00,12,226,,#coronavirus,,2020-1-20
1219295040247418885,JoKer33817736,RTLnieuws,"In Thailand ligt al een Brit met het #coronavirus te vechten, het is zo geïmporteerd! ",2020-01-20 16:26:05+00:00,2,0,,#coronavirus,,2020-1-20
1219295038372503554,Simpe100,TIME,Oh crap... #coronavirus #healthcare,2020-01-20 16:26:05+00:00,0,0,,#coronavirus #healthcare,,2020-1-20
1219295022312566785,UrsulaZuster,,#coronavirus overdraagbaar van mens op mens. Is het ook overdraagbaar via #AliExpress pakketjes ?,2020-01-20 16:26:01+00:00,0,1,,#coronavirus #AliExpress,,2020-1-20
1219295004801347584,casualcactii,WHOMaldives,@jjhorgan @JustinTrudeau Make sure @yvrairport is checking everyone from those provinces in &amp; affected countries. @steeletalk @simisara980 @drex Don’t want this #coronavirus anywhere near #bcpoli BC. @charliesmithvcr @PaulDoroshenko @pattibacchus @Garossino @kennedystewart,2020-01-20 16:25:57+00:00,0,1,@jjhorgan @JustinTrudeau @yvrairport @steeletalk @simisara980 @drex @charliesmithvcr @PaulDoroshenko @pattibacchus @Garossino @kennedystewart,#coronavirus #bcpoli,,2020-1-20
1219294996794241027,TheFreshEra1,,"Sp303 Shirt Supe cool, this shirt is awesome come check it out! https://thefreshera.com/products/lofi-sp303-8-bit-american-apparel-shirt #sp303 #sp404 #sp #beats #beats #dj #MLKDay #Sales #sale #brand #tap #MusicMonday #beatmaking #beatmakers #shirt #Shirts #YouNetflix #coronavirus #Power #Adoptmetrades #DisneyPlus",2020-01-20 16:25:55+00:00,2,2,,#sp303 #sp404 #sp #beats #beats #dj #MLKDay #MLKDay #Sales #sale #brand #tap #MusicMonday #beatmaking #beatmakers #shirt #Shirts #YouNetflix #coronavirus #Power #Adoptmetrades #DisneyPlus,,2020-1-20
1219294928125288450,El_Ciudadano,,"La comisión de salud de la ciudad de #Wuhan, #China, donde se descubrió la nueva cepa del #coronavirus, informó este lunes que se confirmaron 136 nuevos casos durante el fin de semana pasado #Asia #virus",2020-01-20 16:25:38+00:00,1,2,,#Wuhan #China #coronavirus #Asia #virus,,2020-1-20
1219294837943476224,thinking_manc,,Ah well. It was good while it lasted. #coronavirus,2020-01-20 16:25:17+00:00,0,0,,#coronavirus,,2020-1-20
1219294744045596673,josh_dimo,,#coronavirus #china,2020-01-20 16:24:55+00:00,0,0,,#coronavirus #china,,2020-1-20
1219294643721924625,LorenzoNeri1,,"#coronavirus #sars #cina Virus misterioso, terza vittima in Cina e la prima in Corea del Nord - Sanità - http://ANSA.it",2020-01-20 16:24:31+00:00,0,0,,#coronavirus #sars #cina,,2020-1-20
1219294618635862016,EBCampion,,"Health officials screening passengers on a Wuhan flight as the #coronavirus spreads to Japan, Thailand, and South Korea. Zhong Nanshan, Chinese pulmonologist who discovered SARS in the 2003 outbreak, confirms human-to-human transmission of the SARS-like virus. ",2020-01-20 16:24:25+00:00,1,0,,#coronavirus,,2020-1-20
1219294576764227585,NidhiYogi,,#ChinaVirus Outbreak: The Indian Government has issued a travel advisory asking citizens to follow certain precautionary measures while visiting #China in the wake of the outbreak of #SARS-like #coronavirus Please avoid Chilli Chicken for the time being too.,2020-01-20 16:24:15+00:00,5,7,,#ChinaVirus #China #SARS #coronavirus,,2020-1-20
1219294542496763905,ShadowDrunken,,Quand j'ai entendu parler du #coronavirus j'ai cru qu'on parler de la chanteuse des 90's qui fait son come back. ,2020-01-20 16:24:06+00:00,12,36,,#coronavirus,,2020-1-20
1219294520313044993,woke_legends,,Human-to-human transmission confirmed in China #coronavirus ,2020-01-20 16:24:01+00:00,0,0,,#coronavirus,,2020-1-20
1219294375538307077,catherinefonck,,La #Chine confirme que le nv #coronavirus #Wuhan a une transmission interhumaine. La France a déjà envoyé une notification urgente le 14 janvier à chaque prestataire de soins et actualise en ligne. En Belgique on en est tjrs au virus précédent... #action @Maggie_DeBlock,2020-01-20 16:23:27+00:00,18,23,@Maggie_DeBlock,#Chine #coronavirus #Wuhan #action,,2020-1-20
1219294155802722304,QdsPro,,#dolar #moseskuria #PowerTV #Amaravati #BlueMonday #AyushmannKhurrana #APCapitals #BBL09 #Cricket #coronavirus #depression #DomingoDeDuelos #Leadership #mondaythoughts #MondayVibes #PinkRemake #PSL5 #SooraraiPottru #UWMAseries #Valimai #Virginia #WEF2020 #yoga #calonmenantuidaman,2020-01-20 16:22:34+00:00,0,1,,#dolar #moseskuria #PowerTV #Amaravati #BlueMonday #AyushmannKhurrana #APCapitals #BBL09 #Cricket #coronavirus #depression #DomingoDeDuelos #Leadership #mondaythoughts #MondayVibes #PinkRemake #PSL5 #SooraraiPottru #UWMAseries #Valimai #Virginia #WEF2020 #yoga #calonmenantuidaman,,2020-1-20
1219294146621595648,Attilio54014740,XHNews,#Cina #coronavirus La Cina conferma che il nuovo coronavirus si trasmette da uomo a uomo e che alcuni addetti sanitari sono stati contagiati. ,2020-01-20 16:22:32+00:00,2,4,,#Cina #coronavirus,,2020-1-20
1219294063536549896,Drawitall,,@jimog Diary of a Radio Junkie: 1521Days of Waking Up to the News #nytimesendorsement #NYTimes #NYC #Klobuchar #ElizabethWarren #Warren #AmyKlobuchar #coronavirus #China #ChinaVirus #IraqProtests #Iraq #WaterMainBreak #CentralParkWest #MTA #NYCInfrastructure #DrawingoftheDay #Art,2020-01-20 16:22:12+00:00,0,1,@jimog,#nytimesendorsement #NYTimes #NYC #Klobuchar #ElizabethWarren #Warren #AmyKlobuchar #coronavirus #China #ChinaVirus #IraqProtests #Iraq #WaterMainBreak #CentralParkWest #MTA #NYCInfrastructure #DrawingoftheDay #Art,,2020-1-20
1219293992686362624,enfermeria,,AHORA 16 casos confirmados de transmisión por #coronavirus de persona a persona: 14 trabajadores de la salud (no está claro si todos fueron infectados por el mismo paciente) 2 miembros de la familia en la provincia de Guangdong #China #nCoV2019 By @BNODesk,2020-01-20 16:21:55+00:00,0,0,@BNODesk,#coronavirus #China #nCoV2019,,2020-1-20
1219293768135790592,Kathy_Edm,,#coronavirus in #China spreading. #Canada needs to put extra #health and #safety precautions at border entry locations to stop spread into our country.,2020-01-20 16:21:02+00:00,2,4,,#coronavirus #China #Canada #health #safety,,2020-1-20
1219293745339744256,globaltimesnews,globaltimesnews,"Zhong, as head of high-level expert group under the National Health Commission, also noted that it's highly likely the source of this spreading #coronavirus is from wild animals. #wuhanpneumonia https://www.globaltimes.cn/content/1177510.shtml",2020-01-20 16:20:56+00:00,8,9,,#coronavirus #wuhanpneumonia,,2020-1-20
1219293722497536002,duhgurlz,,"#Coronavirus spread by human-to-human contact has now been confirmed. This makes it a whole new ballgame as 1 new death and 130 more #infected just over the weekend. Human-to-human link to some #China virus cases, #Sars expert says.",2020-01-20 16:20:51+00:00,1,1,,#Coronavirus #infected #China #Sars,,2020-1-20
1219293387385450496,ICJnews,,"Authorities in #China have identified more than 200 cases of a new 'SARS-like' #virus, now labelled as 2019-nCoV. UK experts have warned that there might be many more, with estimates reaching over 1,500. #coronavirus #outbreak",2020-01-20 16:19:31+00:00,1,0,,#China #virus #coronavirus #outbreak,,2020-1-20
1219293332838461440,Sandrivanamallo,doctormacias,Medidas en aviones y aeropuertos para detectar #coronavirus A tomar nota con esto. ,2020-01-20 16:19:18+00:00,1,1,,#coronavirus,,2020-1-20
1219293303537053698,mweeber,,"Coronavirus Is Spreading Quickly Across China, as Confirmed Cases Triple #coronavirus ",2020-01-20 16:19:11+00:00,0,1,,#coronavirus,,2020-1-20
1219293253788409862,EricSoucyMTL,,#Coronavirus : assistons-nous à une nouvelle épidémie de #SRAS ?,2020-01-20 16:18:59+00:00,0,0,,#Coronavirus #SRAS,,2020-1-20
1219293247702306818,V2019N,,Follow for #nCoV #nCoV2019 #coronavirus information @AmeshAA @WHO @marynmck @ezracheungtoto @KrutikaKuppalli @T_Inglesby @JHSPH_CHS @bylenasun @lisaschnirring @Outbreaks101,2020-01-20 16:18:58+00:00,0,2,@AmeshAA @WHO @marynmck @ezracheungtoto @KrutikaKuppalli @T_Inglesby @JHSPH_CHS @bylenasun @lisaschnirring @Outbreaks101,#nCoV #nCoV2019 #coronavirus,,2020-1-20
1219293230925340673,Malps1,,This is the only #coronavirus I would like to contract..... ,2020-01-20 16:18:54+00:00,211,1207,,#coronavirus,,2020-1-20
1219293014805356544,montrealaise2,,"Foolish for Canadian airports not to screen for the new corona virus - shame on our politicians who are afraid to ""pick on"" airlines coming from Asia #coronavirus @canpoli #Toronto #GTAA #YYZ #YUL #YVR #China #ChinaVirus",2020-01-20 16:18:02+00:00,2,6,@canpoli,#coronavirus #Toronto #GTAA #YYZ #YUL #YVR #China #ChinaVirus,,2020-1-20
1219292986330304513,LiberPatriot,,is the Trump CDC prepared for an outbreak? #coronavirus,2020-01-20 16:17:55+00:00,0,0,,#coronavirus,,2020-1-20
1219292885591392258,TonV_,,"Nieuw coronavirus kan van mens op mens worden overgedragen http://bit.ly/30O387n En toch, ik vraag mij serieus af of ze ergens in een laboratorium niet lopen te kutten en expres virussen laten ontsnappen Zo zijn #coronavirus #aids #zika stuk voor stuk uit de lucht gevallen",2020-01-20 16:17:31+00:00,0,0,,#coronavirus #aids #zika,,2020-1-20
1219292837545558017,sandy_moon2003,CGTNOfficial,"#BREAKING Good day , #HappyMonday beautiful people who are in #SupplyChain and #logistics who need to travel for a living. You’ll need to stay informed and take precautions. #coronavirus ( ) #humantohuman #healthcare #China #virus #disease #WHO #riskassesment",2020-01-20 16:17:20+00:00,0,1,,#BREAKING #HappyMonday #SupplyChain #logistics #coronavirus #humantohuman #healthcare #China #virus #disease #WHO #riskassesment,,2020-1-20
1219292782843613192,Globalpoliticss,,"""The case of SARS is similar to the case in Wuhan."" Three people have died in China from the coronavirus, which has spread to more cities. #coronavirus #ChinaVirus #China",2020-01-20 16:17:07+00:00,10,17,,#coronavirus #ChinaVirus #China,,2020-1-20
1219292640098652161,Wherewhennow1,,#coronavirus China coronavirus: Airport checks for deadly virus begin at three US cities http://dlvr.it/RNPVNY,2020-01-20 16:16:33+00:00,0,2,,#coronavirus,,2020-1-20
1219292637787774976,SomeguyLondon,,#coronavirus you have been warned ,2020-01-20 16:16:32+00:00,0,2,,#coronavirus,,2020-1-20
1219292492597809153,AlexisToddNY,,Are we on the eve of first pandemic of 2020? #coronavirus https://www.cdc.gov/coronavirus/about/index.html,2020-01-20 16:15:58+00:00,0,0,,#coronavirus,,2020-1-20
1219291987955920902,KeijoLehikoine1,,Chinese virus: How worried should we be? #coronavirus #china #chinesevirus,2020-01-20 16:13:57+00:00,1,1,,#coronavirus #china #chinesevirus,,2020-1-20
1219291936105865217,scruffy65,ezracheungtoto,Bevestigd: nieuwe #Wuhan #coronavirus is van mens-op-mens overdraagbaar. De #incubatie-tijd is 2 dagen tot 2 weken. Dit lijkt op een #pandemie uit te lopen.,2020-01-20 16:13:45+00:00,1,0,,#Wuhan #coronavirus #incubatie #pandemie,,2020-1-20
1219291798809587712,SheilaWang7,,There is no suspected #coronavirus cases in #Canada but it has certainly revived the memories of #SARs. @kimzarzour has some tips to protect yourself. It's the #flu season after all.,2020-01-20 16:13:12+00:00,3,4,@kimzarzour,#coronavirus #Canada #SARs #flu,,2020-1-20
1219291751208361984,NettieKlompsma,,"Nieuw #coronavirus kan van mens op mens worden overgedragen Symptomen: ademhalingsproblemen, koorts, hoesten. In ernstige gevallen is het dodelijk: longontsteking, nierfalen #China #Wuhan, #Shanghai; + gevallen #Thailand #Z_Korea, #Japan. https://www.nu.nl/buitenland/6025091/nieuw-coronavirus-kan-van-mens-op-mens-worden-overgedragen.html (via @NUnl)",2020-01-20 16:13:01+00:00,1,0,@NUnl,#coronavirus #China #Wuhan #Shanghai #Thailand #Z_Korea #Japan,,2020-1-20
1219291724364775424,ChuckDeVore,,"With millions and millions of Chinese traveling home for the Lunar New Year, combined with the lies and ineptitude of the Chinese Communist Party, the deadly Wuhan #coronavirus will spread across #China and abroad.",2020-01-20 16:12:55+00:00,2,0,,#coronavirus #China,,2020-1-20
1219291708921282560,Sikeshia23,,Chinese virus: How worried should we be? https://www.bbc.co.uk/news/health-51048366 #coronavirus #Wuhan #WuhanPneumonia,2020-01-20 16:12:51+00:00,0,0,,#coronavirus #Wuhan #WuhanPneumonia,,2020-1-20
1219291708652912641,howroute,,"#BreakingNews UPDATE: New evidence shows #coronavirus is spreading now between humans, top Chinese doctor says. There are now confirmed instances of ""human-to-human transmission"". ",2020-01-20 16:12:51+00:00,1003,2001,,#BreakingNews #coronavirus,,2020-1-20
1219291693242966016,tamraraven,,#Davos2020 #coronavirus https://unfccc.int/sites/default/files/resource/UNFCCC_SPM_2019.pdf,2020-01-20 16:12:47+00:00,0,0,,#Davos2020 #coronavirus,,2020-1-20
1219291666953261057,realwillmeade,,"Professor David Hui-Shu Cheong a respiratory expert on CNN today said ""I believe Chinese Tourists will bring the virus to many other countries in Asia in the coming days, due to their overseas travels during the Lunar New Year Holiday."" Wow! #coronavirus #SARS2",2020-01-20 16:12:41+00:00,8,19,,#coronavirus #SARS2,,2020-1-20
1219291649861439489,DarenPickering,,"The USA is to screen airline passengers from China for #Coronavirus, which has already proved fatal in Asia. ",2020-01-20 16:12:37+00:00,0,2,,#Coronavirus,,2020-1-20
1219291614667034625,lcolis_,,Y este va con todo #coronavirus ,2020-01-20 16:12:28+00:00,0,0,,#coronavirus,,2020-1-20
1219291608560128002,CentroGripe,ezracheungtoto,"If this is true, we are talking about that #WuhanPneumonia #coronavirus has a R0 (basic reproductive number) similar to measles!! ",2020-01-20 16:12:27+00:00,0,1,,#WuhanPneumonia #coronavirus,,2020-1-20
1219291368402628608,JCTVPRO1,,Subscribe http://www.youtube.com/c/JCTVPRO #jctvpro #IStandWithVirginia #nytimesendorsement #EndlessHeartsForWonho #mondaythoughts #BradPitt #TXT_Official_Lightstick #coronavirus #toonme #السلطان_قابوس #MartinLutherKingJr #ParikshaPeCharcha2020 #سلطنة_عمان #IStandWithVirgina #Jasmine,2020-01-20 16:11:30+00:00,2,3,,#jctvpro #IStandWithVirginia #nytimesendorsement #EndlessHeartsForWonho #mondaythoughts #BradPitt #TXT_Official_Lightstick #coronavirus #toonme #MartinLutherKingJr #MartinLutherKingJr #ParikshaPeCharcha2020 #IStandWithVirgina #Jasmine,,2020-1-20
1219291130124210179,VlanciPictures,,"#coronavirus buy Dis, short Hilton, Short airlines",2020-01-20 16:10:33+00:00,0,0,,#coronavirus,,2020-1-20
1219291103742042118,donaldhackett,donaldhackett,"On January 20, 2020, Chinese President Xi Jinping was reported to have said 'that it's “extremely crucial” to take every possible measure to combat a new #coronavirus https://www.precisionvaccinations.com/coronavirus-2019-ncov-diagnostic-testing-can-be-conducted-cdc #2019nCoV screening now active at #JFK #LAX #SFO airports #travelAlert",2020-01-20 16:10:27+00:00,0,0,,#coronavirus #2019nCoV #JFK #LAX #SFO #travelAlert,,2020-1-20
1219291001568878592,JCTVPRO2,,Subscribe http://www.youtube.com/c/JCTVPRO #jctvpro #IStandWithVirginia #nytimesendorsement #EndlessHeartsForWonho #mondaythoughts #BradPitt #TXT_Official_Lightstick #coronavirus #toonme #MartinLutherKingJr #SmartDLDeadline #Jasmine #IStandWithVirgina #ParikshaPeCharcha2020 #سلطنة_عمان,2020-01-20 16:10:02+00:00,2,3,,#jctvpro #IStandWithVirginia #nytimesendorsement #EndlessHeartsForWonho #mondaythoughts #BradPitt #TXT_Official_Lightstick #coronavirus #toonme #MartinLutherKingJr #MartinLutherKingJr #SmartDLDeadline #Jasmine #IStandWithVirgina #ParikshaPeCharcha2020,,2020-1-20
1219290937869795328,jcheethamwriter,ai6yrham,#China #coronavirus = Troubling #BREAKING #News for the world...,2020-01-20 16:09:47+00:00,0,1,,#China #coronavirus #BREAKING #News,,2020-1-20
1219290853019090945,Bobby44052650,,Flights in China have nurses on board screening people. Also screening in the air ports for the #coronavirus,2020-01-20 16:09:27+00:00,0,0,,#coronavirus,,2020-1-20
1219290815534514177,tamraraven,,#10km3x2 map #biodiversity use local #endemic species to verify #CarbonTax Climate Action Pathways | #UNFCCC | #FridaysforFuture ⁦@Davos⁩ @NATO #witnessesandDocuments ⁦@wef⁩ ⁦@WHO⁩ #coronavirus #HumanRights #Kiribati #climateRefugees you https://unfccc.int/climate-action/marrakech-partnership/reporting-and-tracking/climate_action_pathways,2020-01-20 16:09:18+00:00,0,0,@Davos @NATO @wef @WHO,#10km3x2 #biodiversity #endemic #CarbonTax #UNFCCC #FridaysforFuture #witnessesandDocuments #coronavirus #HumanRights #Kiribati #climateRefugees,,2020-1-20
1219290813856874498,zerohedgge,zerohedgge,Les aéroports de l'UE ou les autorités ont-ils pris des mesures ? #coronavirus #SRAS,2020-01-20 16:09:18+00:00,0,2,,#coronavirus #SRAS,,2020-1-20
1219290796027006976,reprevencia,,#CoreadelSur subió este lunes su nivel de #alerta tras confirmarse en el país el primer caso del #coronavirus de #China. . . #Riesgos #Salud #RevistaPrevencia,2020-01-20 16:09:13+00:00,0,0,,#CoreadelSur #alerta #coronavirus #China #Riesgos #Salud #RevistaPrevencia,,2020-1-20
1219290728804888579,NOTDumPhuk,,"#foodworldorder #HolyHexes China reports first death from new type of #coronavirus | World News,The Indian Express ",2020-01-20 16:08:57+00:00,0,0,,#foodworldorder #HolyHexes #coronavirus,,2020-1-20
1219290703856951297,CCTVAsiaPacific,," #Breaking There are now confirmed instances of ""human-to-human transmission"" of the #novel #coronavirus, says Zhong Nanshan, Chinese expert on infectious diseases. ",2020-01-20 16:08:51+00:00,1,0,,#Breaking #novel #coronavirus,,2020-1-20
1219290666510893056,AshleyHenkel,business,"Stock traders are preparing for risk that China #Coronavirus outbreak will discourage people from leaving homes during Lunar New Year holiday (Jan 24-30). Investors sold airline, casino &amp; film producer stocks. Meanwhile, some healthcare stocks incl antibiotic manufacturers rose. ",2020-01-20 16:08:42+00:00,1,1,,#Coronavirus,,2020-1-20
1219290655945641985,fera022,,#coronavirus ,2020-01-20 16:08:40+00:00,0,1,,#coronavirus,,2020-1-20
1219290645237567488,AlexMariuss_,,#coronavirus Sa y'est on va crever avec un virus qui à un nom de merde Corona ,2020-01-20 16:08:37+00:00,1,15,,#coronavirus,,2020-1-20
1219290546772070400,ATouchofAsia75,,Coronavirus https://www.who.int/westernpacific/health-topics/coronavirus #coronavirus,2020-01-20 16:08:14+00:00,0,0,,#coronavirus,,2020-1-20
1219290334796054528,adventure757,,Das #coronavirus ist von #Mensch zu #Mensch #übertragbar.,2020-01-20 16:07:23+00:00,0,0,,#coronavirus #Mensch #Mensch,,2020-1-20
1219290265069838336,ai6yrham,RaynardToddnay1,"Airline flight screening on what I presume is a flight returning from #wuhan #china, the city where the new #coronavirus originated. ",2020-01-20 16:07:07+00:00,12,24,,#wuhan #china #coronavirus,,2020-1-20
1219290222124576775,effwu,EcoHealthNYC,"Emerging disease is a #climatechange consequence often forgotten. Habitat shift promotes new animal interactions. Based on the new #coronavirus informatics, bats infected other live animals sold in an agrarian market near a dense population centre, just like with SARS. ",2020-01-20 16:06:56+00:00,6,6,,#climatechange #coronavirus,,2020-1-20
1219290180147769345,V2019N,HelenBranswell,#coronavirus #nCoV #Wuhan #China #Guangdong #Sichuan #Shanghai #Yunnan #Shandong #GuangxiZhuang ,2020-01-20 16:06:46+00:00,0,1,,#coronavirus #nCoV #Wuhan #China #Guangdong #Sichuan #Shanghai #Yunnan #Shandong #GuangxiZhuang,,2020-1-20
1219290134602027008,APWtalk,,#bitcoin #aliens #Coronavirus #spacex #ArtificialInteligence #SuperBowlLIV,2020-01-20 16:06:36+00:00,0,1,,#bitcoin #bitcoin #aliens #Coronavirus #spacex #ArtificialInteligence #SuperBowlLIV,,2020-1-20
1219290130797617152,Dear_Alll,,#SaveAnimals STARVING LIONS #Amaravati #BBL09 #BJPPresident #USA #UK #Meghan #HarryMegan #Brexit #EUGreenDeal #European #UN #AyushmannKhurrana #coronavirus #SooraraiPottru #mondaythoughts #PinkRemake #MondayMorning #MondayVibes #PSL5 #auspol #Cricket #God https://shrts.in/fVtv,2020-01-20 16:06:35+00:00,1,2,,#SaveAnimals #Amaravati #BBL09 #BJPPresident #USA #UK #Meghan #HarryMegan #Brexit #EUGreenDeal #European #UN #AyushmannKhurrana #coronavirus #SooraraiPottru #mondaythoughts #PinkRemake #MondayMorning #MondayVibes #PSL5 #auspol #Cricket #God,,2020-1-20
1219290122698547200,CEVAXIN_PTY,,"@opsoms emite alerta epidemiológica para fortalecer actividades de vigilancia para detectar eventos inusuales de salud respiratoria, ante la posible ocurrencia de eventos relacionados con el nuevo #coronavirus (nCoV) reportado en China, Tailandia y Japón ",2020-01-20 16:06:33+00:00,0,0,@opsoms,#coronavirus,,2020-1-20
1219290092004691968,BreakingNAgency,,Here is how you can protect yourself from the #Coronavirus. (Photos: @PDChinese),2020-01-20 16:06:25+00:00,0,1,@PDChinese,#Coronavirus,,2020-1-20
1219290032953012225,officialJCTVPRO,,Playing Call Of Duty with Ninja https://youtu.be/7tQ4K35P4WA #jctvpro #tloepro #IStandWithVirginia #nytimesendorsement #EndlessHeartsForWonho #mondaythoughts #BradPitt #TXT_Official_Lightstick #coronavirus #toonme #السلطان_قابوس #MartinLutherKingJr #ParikshaPeCharcha2020 #Jasmine,2020-01-20 16:06:11+00:00,2,2,,#jctvpro #tloepro #IStandWithVirginia #nytimesendorsement #EndlessHeartsForWonho #mondaythoughts #BradPitt #TXT_Official_Lightstick #coronavirus #toonme #MartinLutherKingJr #MartinLutherKingJr #ParikshaPeCharcha2020 #Jasmine,,2020-1-20
1219290013793443841,AudioCode3,,"#China #Coronavirus #Outbreak Is this payback after Russian central bank was nationalized, which is why half of their government was fired? Or is it just coincidence? #DeepState #AltMedia #news | Zero Hedge",2020-01-20 16:06:07+00:00,0,1,,#China #Coronavirus #Outbreak #DeepState #AltMedia #news,,2020-1-20
1219290007900389377,Bobby44052650,,"#coronavirus has infected healthcare workers, up to 14, with 16 proven human to human transmission. It will spread like wildfire. largest travel week in China",2020-01-20 16:06:05+00:00,0,0,,#coronavirus,,2020-1-20
1219290003999723520,maybee420,BNONews,This is VERY scary! #coronavirus ,2020-01-20 16:06:04+00:00,0,1,,#coronavirus,,2020-1-20
1219289845715152896,BlikOpRijswijk,,Nieuw #dodenlijk #coronavirus kan van #mens op mens worden #overgedragen http://NU.nl,2020-01-20 16:05:27+00:00,0,1,,#dodenlijk #coronavirus #mens #overgedragen,,2020-1-20
1219289655310340096,jcheethamwriter,BNONews,#China #coronavirus = Troubling #BREAKING #News for the world...,2020-01-20 16:04:41+00:00,0,2,,#China #coronavirus #BREAKING #News,,2020-1-20
